language,latitude,longitude,color,family,subgroup,country
Kundal Shahi [shd],34.55,73.84,#1FAA50,Indo-European,Indo-Iranian,Pakistan
Liko [kbo],3.75,30.5,#A7326F,Nilo-Saharan,Central Sudanic,Sudan
Logba [lgq],6.9,0.45,#B9649C,Niger-Kongo,Atlantic-Congo,Ghana
Makhuwa-Enehara [vmw-2],-15,39,#AD387C,Niger-Kongo,Atlantic-Congo,Mozambique
Ormuri_Khaniguram [oru-2],32.52,70,#48983E,Indo-European,Indo-Iranian,Pakistan
Sheko [she],7,35.5,#38838A,Afro-Asiatic,Omotic,Ethiopia
Tadaksahak [dsq],16.58,2.83,#924784,Nilo-Saharan,Songhai,Mali
Tafi [tcd],6.8,0.4,#AD64AB,Niger-Kongo,Atlantic-Congo,Ghana
Uduk [udu],8.2,34.4,#8F837E,Nilo-Saharan,Komuz,Somalia
Varli [vav],20,73.79,#28AC5C,Indo-European,Indo-Iranian,India
Juba Arabic [apd-2],4.85,31.6,#D3C680,Afro-Asiatic,Semitic,Sudan
Arabic_Sudanese [apd],15.5,32.56,#9B4148,Afro-Asiatic,Semitic,Sudan
Ejagham [etu],5.6,9,#9D6991,Niger-Kongo,Atlantic-Congo,Cameroon
Roro [rro],-8.75,146.58,#A54ACF,Oceanic,Western Oceanic,Papua New Guinea
Izi [izi],6.332,8.104,#EEE9A5,Niger-Kongo,Volta-Niger,Nigeria
Ngwe [nwe ],5.488,9.856,#C45B91,Niger-Kongo,Atlantic-Congo,Cameroon
Sukuma [suk],-3.234,33.516,#B52975,Niger-Kongo,Atlantic-Congo,Tanzania
Yala [yba],6.4,8.4,#D697AD,Niger-Kongo,Volta-Niger,Nigeria
Digaru Mishmi [mhu],28.2,96.2,#2FA69B,Tibeto-Burman,Tani,India
Matbat [xmt],-2,130.33,#CD6BBA,Malayo-Polynesian,Eastern Malayo-Polynesian,Indonesia
Serrano [ser],34.33,-117,#44866B,Uto-Aztecan,North,USA
Kumzari [zum],26,56.3,#907589,Indo-European,Indo-Iranian,Oman
Erzgebirgisch [nds-3],50.58,13,#638E27,Indo-European,Germanic,Germany
Lachi [lbt],23.123,104.703,#E6CF9F,Tai-Kadai,North,China
Pingjiang [gan-6],28.76,113.67,#B5DA8B,Tibeto-Burman,Sinitic,China
Matengo [mgv],-11,34.67,#BE3675,Niger-Kongo,Atlantic-Congo,Tanzania
Bende [bdp],-6,30.5,#BF3478,Niger-Kongo,Atlantic-Congo,Tanzania
Malay [zlm],3.13,101.68,#D8A264,Malayo-Polynesian,Malayo-Sumbawan,Malaysia
Oraon [kru],25.75,88.75,#267D68,Dravidian,North,Bangladesh
Sauria Paharia [mjt],24.3,88.9,#13C467,Dravidian,North,Bangladesh
Mahali [mjx],22.85,87.1,#398D45,Austroasiatic,Munda,India
Bagri [bgq],29.6,74.3,#30AB34,Indo-European,Indo-Iranian,India
Sirohi [gdx],24.9,72.85,#27BF37,Indo-European,Indo-Iranian,India
Maram [kha-3],25.52,91.27,#A2A55C,Austroasiatic,Khasic,India
Thai_Isan [tha-3],16,103,#E7CE9B,Tai-Kadai,South,Thailand
Chakma [ccp],22.9,92.23,#55CC52,Indo-European,Indo-Iranian,Bangladesh
Brajbhasha [bra],27.49,77.67,#30B73D,Indo-European,Indo-Iranian,India
Shekhawati [swv],28.3,74.95,#2CB83A,Indo-European,Indo-Iranian,India
Malvi [mup],23.1,75.785,#3CB94B,Indo-European,Indo-Iranian,India
Surgujia [sgj],23.12,82.9,#1BC344,Indo-European,Indo-Iranian,India
Wagdi [wbr],23.84,73.72,#2CB945,Indo-European,Indo-Iranian,India
Tamil_Tirunelveli [kev],8.71,77.76,#179961,Dravidian,South,India
Arammba [stk],-8.25,141.5,#619372,South New Guinea,West Morehead River,Papua New Guinea
Nukna [klt],-6.02,146.97,#5269A1,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Ubir [ubr],-9.59,149.4,#A24CB2,Oceanic,Western Oceanic,Papua New Guinea
Ama [amm],-4.168,141.671,#4444A3,Left May,,Papua New Guinea
Amam [wer-2],-7.85,146.95,#3D62B6,Trans New Guinea,Goilala,Papua New Guinea
Angaatiha [agm],-7.22,146.25,#2C39B1,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Ivori [ago],-7.456,145.583,#414CB8,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Burmeso [bzu],-2.447,138.209,#5D5DB8,Burmeso,,Indonesia
Tairuma [uar],-7.96,145.77,#5EC4A4,Trans New Guinea,Eleman,Papua New Guinea
Urim [uri],-3.67,142.67,#DC839D,Torricelli,Urim,Papua New Guinea
Domung [dev],-5.82,146.68,#466492,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Waima [rro-2],-8.67,146.54,#A94BAF,Oceanic,Western Oceanic,Papua New Guinea
Kalo [khz-2],-10.13,147.95,#6D4B98,Oceanic,,Papua New Guinea
Kamasau [kms],-3.83,143.83,#A769BC,Torricelli,Marienberg,Papua New Guinea
Kamula [xla],-7.3,142.5,#3A6CC5,Trans New Guinea,Bosavi,Papua New Guinea
Gimi [gim],-6.639,145.377,#2456A3,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Kombio [xbi],-3.5,142.77,#BD6BBF,Torricelli,Kombio-Arapesh,Papua New Guinea
Konai [kxw],-5.655,142.07,#5D65CE,Papuan Gulf,Strickland,Papua New Guinea
Tabar [tbf],-2.995,152.05,#D3596E,Oceanic,,Papua New Guinea
Kasua [khs],-6.513,143.005,#54A5B7,Trans New Guinea,Bosavi,Papua New Guinea
Lembena [leq],-5.046,143.848,#439A76,Trans New Guinea,Engan,Papua New Guinea
Nara [nrz-2],-8.92,146.67,#A36DB1,Oceanic,,Papua New Guinea
Iwam [iwm],-4.25,141.83,#4B81A4,Sepik,Iwam,Papua New Guinea
Sepik Iwam [iws],-4.228,142.121,#4A8099,Sepik,Iwam,Papua New Guinea
Kwomtari [kwo],-3.635,141.398,#4676B7,Kwomtari,,Papua New Guinea
Tifal [tif],-5,141.33,#4838B2,Trans New Guinea,Ok,Papua New Guinea
Tehuelche [teh ],-45,-68,#716C88,Chonan,Chonan Proper,Argentina
Nahu [rwo-2],-6.05,146.25,#5C70B9,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Borong Kosorong [ksr],-6.534,147.502,#4C65B9,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Kamrup Barpetiya [asm-5],26.53,91,#2EAB55,Indo-European,Indo-Iranian,India
Bargam [mlp-2],-4.87,145.76,#7151CE,Trans New Guinea,Madang,Papua New Guinea
Koluwawa [klx],-9.418,150.437,#B353A1,Oceanic,,Papua New Guinea
Mato [met],-5.891,146.849,#C14CB0,Oceanic,,Papua New Guinea
Nggem [nbq],-3.67,138.814,#4C42D1,Trans New Guinea,Western Trans New Guinea,Indonesia
Wano [wno],-3.5,137.5,#5154CA,Trans New Guinea,Western Trans New Guinea,Indonesia
Bohutu [bxh],-10.5,150.33,#B65DB7,Oceanic,,Papua New Guinea
Patpatar [gfk],-3.67,152.5,#B65A57,Oceanic,,Papua New Guinea
Dami [dad],-5.315,145.613,#826EB1,Oceanic,,Papua New Guinea
Komba [kpf],-6.137,147.281,#496ABA,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Saniyo-Hiyewe [sny],-4.589,142.315,#6F58CC,Sepik,Sepik Hill,Papua New Guinea
Mende [sim],-3.713,142.709,#67B7C2,Sepik,Nukuma,Papua New Guinea
Iyo [nca-2],-5.807,146.143,#6966B9,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Sursurunga [sgz],-4,152.83,#D46855,Oceanic,,Papua New Guinea
Ramoaaina [rai],-4.17,152.42,#DA6759,Oceanic,,Papua New Guinea
Mangseng [mbh],-5.975,150.667,#9873A8,Oceanic,,Papua New Guinea
Hote Misim [hot],-7.027,146.924,#C978A5,Oceanic,,Papua New Guinea
Kachi [gjk],24.4,71.625,#2F9B37,Indo-European,Indo-Iranian,India
Kube [kgf],-6.444,147.515,#5E5FAA,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Chattisgarhi [hne],21.25,81.25,#42B141,Indo-European,Indo-Iranian,India
Hadoti [hoj],25.1,76.52,#3AB933,Indo-European,Indo-Iranian,India
Kannada_Bidar [kan-2],17.8,77.15,#24A467,Dravidian,South,India
Great Andamanese [abj],12.5,92.83,#31619B,Andaman,,India
Oma Longh [ulu],3.25,116.5,#D45D75,Malayo-Polynesian,North Borneo,Malaysia
Tamiang [zlm-13],4.27,97.87,#D4A35D,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Hezhou [cmn-64],35.6,103.22,#7BE684,Tibeto-Burman,Sinitic,China
Suki [sui],-8,141.83,#21938F,Papuan Gulf,Gogodala-Suki,Papua New Guinea
Eastern Lawa [lwl],19.01,98.76,#EEC98F,Austroasiatic,Waic,Thailand
Kayan Lahta [kvt],20.18,97.38,#DDCBB4,Tibeto-Burman,Karen,Myanmar
Bruu [bru],17.167,104.333,#FDC3AE,Austroasiatic,Katuic,Thailand
K'chò [mwq],20.29,94.39,#517097,Tibeto-Burman,Kuki-Chin-Naga,Myanmar
Rvmøl [raw-2],27.1,97.07,#497EA9,Tibeto-Burman,Nungish,Myanmar
Lashi [lsi],26.05,98.5,#72AC98,Tibeto-Burman,Lolo-Burmese,Myanmar
Wa [wbm],22.5,99,#D5B393,Austroasiatic,Palaungic,China
Jejara [pzn],25.45,94.95,#B6C9B8,Tibeto-Burman,Kuki-Chin-Naga,Myanmar
Nimadi [hin-2],22,76,#21B652,Indo-European,Indo-Iranian,India
Hainan [nan-34],19.8,110.55,#C4DE88,Tibeto-Burman,Sinitic,China
Lamma [lev],-8.409,124.007,#B265CD,Timor-Alor-Pantar,Alor-Pantar,Indonesia
Shixing [sxg],27.875,102.275,#60C493,Tibeto-Burman,Qiangic,China
Japhug [jya-3],31.9,102.22,#455896,Tibeto-Burman,Qiangic,China
Gemzek [gnd],10.7,14.31,#9A7793,Afro-Asiatic,Chadic,Cameroon
Keiga [kec],11.23,29.68,#AA677E,Kadu,Western Kadu,Sudan
Surigaonon [sgd],10,126,#C27E55,Malayo-Polynesian,Philippines,Philippines
Subanen [laa],8,123,#C47849,Malayo-Polynesian,Philippines,Philippines
Bosnian [bos],44,18,#5BB722,Indo-European,Balto-Slavic,Bosnia
Croatian [hrv],45.5,17.3,#5ABA21,Indo-European,Balto-Slavic,Croatia
Galician [glg],43.4,-5.8,#869C13,Indo-European,Romance,Spain
Corsican [cos],42.1,9.5,#8C991A,Indo-European,Romance,France
Sicilian [scn],38.1,13.34,#878633,Indo-European,Romance,Italy
Siwa [siz],29.18,25.55,#B34A4A,Afro-Asiatic,Berber,Egypt
Taishan [yue-2],22,113,#BADD7F,Tibeto-Burman,Sinitic,China
Qingdao [cmn-7],36.07,120.39,#A7E07D,Tibeto-Burman,Sinitic,China
Samre_Somray [smu],12.167,103,#F9C9AF,Austroasiatic,Pearic,Cambodia
Kutai Malay [vkt],-0.3,116.53,#EC795B,Malayo-Polynesian,Malayo-Sumbawan,Malaysia
Saho [ssy],14.75,40.15,#45545E,Afro-Asiatic,Cushitic,Eritrea
Vietnamese_Southern [vie-2],10.23,106.38,#F1D489,Austroasiatic,Vietic,Vietnam
Kienyang [cdo-2],27.35,118.15,#C4EA83,Tibeto-Burman,Sinitic,China
Teochew [nan-4],23.65,116.625,#CAD784,Tibeto-Burman,Sinitic,China
Dalian [cmn-8],38.91,121.61,#B4E184,Tibeto-Burman,Sinitic,China
Hohhot [cjy-8],40.82,111.65,#B1DE87,Tibeto-Burman,Sinitic,China
Wuhan [cmn-52],30.583,114.317,#B4E080,Tibeto-Burman,Sinitic,China
Xi'an [cmn-12],34.34,108.94,#AAE381,Tibeto-Burman,Sinitic,China
Kim Mun [mji],19.3,109.5,#D4CF9A,Hmong-Mien,Mienic,China
Biaomin Yao [bmt],23.6,111.75,#D6E697,Hmong-Mien,Mienic,China
Micmac [mic],45,-63,#7E2E63,Algic,Algonquian,Canada
Hlai-Cun [lic-8],19.33,108.7,#DBE189,Tai-Kadai,South,China
Sikaiana [sky],-8.43,162.9,#B7A677,Oceanic,Central Pacific,Solomons
Malay_Kelantan [zlm-3],5.25,102,#EAA97E,Malayo-Polynesian,Malayo-Sumbawan,Malaysia
Hainan_Hakka [hak-29],19.52,109.65,#B8E785,Tibeto-Burman,Sinitic,China
Werrgaia_Djadjala [xxx-85],-36.4,142.75,#5C7E56,Pama-Nyungan,,Australia
Whitesands [tnp],-19.475,169.401,#B957B1,Oceanic,Oceanic,Vanuatu
Tirax [mme],-16,167.25,#CB499D,Oceanic,Southern Oceanic,Vanuatu
Dzala [dzl],27,91.5,#40B0B0,Tibeto-Burman,Bodic,Bhutan
Maranao [mrw],8,124.25,#C57350,Malayo-Polynesian,Philippines,Philippines
Tajio [tdj],-0.32,120.01,#DE5B7B,Malayo-Polynesian,Celebic,Indonesia
Yonggom [yon-2],-6.33,141.17,#3F72B6,Trans New Guinea,Ok,Indonesia
Neverver [lgk],-16.184,167.478,#E5699B,Oceanic,Southern Oceanic,Vanuatu
Chakali [cli],9.83,-1.9,#B1A1A3,Niger-Kongo,Atlantic-Congo,Ghana
Manda [mgs],-10.4,34.74,#BC4373,Niger-Kongo,Atlantic-Congo,Tanzania
Sagala [sbm],-6.99,36.92,#983A63,Niger-Kongo,Atlantic-Congo,Tanzania
Desano [des],0.579,-69.067,#3B7A7D,Tucanoan,East,Colombia
Koho [kpm-2],11.667,108,#EBBD86,Austroasiatic,Bahnaric,Vietnam
Armenian_Western [hye-2],40,40,#419B30,Indo-European,Armenian,Turkey
Q'anjob'al [kjb],15.68,-91.3,#C43D55,Mayan,Kanjobal-Chuj,Guatemala
Uma Baha [xkl],3.48,115,#F4B881,Malayo-Polynesian,North Borneo,Malaysia
Mocho' [mhc],15.45,-92.17,#A9492F,Mayan,Kanjobal-Chuj,Mexico
Kakchikel [cak],14.47,-90.99,#AB4C4A,Mayan,Quiche-Mam,Guatemala
Guazacapan [xin-5],14.07,-90.42,#AE6145,Xinca,,Guatemala
Chiquimulilla [xin-6],14.08,-90.38,#AF6441,Xinca,,Guatemala
Jumaytepeque [xin-3],14.34,-90.26,#B0624D,Xinca,,Guatemala
Yupiltepeque [xin-4],14.19,-89.79,#B36249,Xinca,,Guatemala
Antakarinya [ant],-27.12,134.84,#3973AD,Pama-Nyungan,Western Desert,Australia
Luritja [piu-2],-23.3,131.9,#3973AD,Pama-Nyungan,Western Desert,Australia
Ngaatjatjarra [ntj-2],-26.13,126.58,#3F6F97,Pama-Nyungan,Western Desert,Australia
Pintupi [piu-3],-22.65,128.18,#3F769C,Pama-Nyungan,Western Desert,Australia
Nchufie [bfj],5.85,10.45,#BF6C73,Niger-Kongo,Atlantic-Congo,Cameroon
Utudnon [bvy],10.68,124.8,#C58554,Malayo-Polynesian,,Philippines
Matigsalug [mbt-2],7.5,124.08,#B77C56,Malayo-Polynesian,Philippines,Philippines
Manide [abd],14.02,122.35,#BC7F55,Malayo-Polynesian,Philippines,Philippines
Isinay Dupax [inn],16.28,121.1,#BC8A5F,Malayo-Polynesian,Philippines,Philippines
Malaweg [itv-2],17.85,121.35,#BC7F4A,Malayo-Polynesian,Philippines,Philippines
Samal_Botolan [sbl],15.5,120,#E37156,Malayo-Polynesian,Philippines,Philippines
Njem [njy],2.3,14.12,#B83378,Niger-Kongo,Atlantic-Congo,Cameroon
Tiruray [tiy],6.75,124.17,#CF8E54,Malayo-Polynesian,Philippines,Philippines
Jing [vie-5],21.548,107.972,#EFD192,Austroasiatic,Vietic,China
Umpila [ump],-13.08,143.5,#50C373,Pama-Nyungan,North Cape York,Australia
Changsha [hsn],28,113,#87DF6D,Tibeto-Burman,Sinitic,China
Erromintxela [emx],43,-2,#3E9A60,Indo-European,Indo-Iranian,Spain
Jiamao [jio],18.553,109.69,#C7CA91,Jiamao,,China
Tianjin [cmn-29],39.133,117.183,#A0B181,Tibeto-Burman,Sinitic,China
Dapeng [hak-31],22.6,114.51,#B3EA77,Tibeto-Burman,Sinitic,China
Leggbo [agb],6,8,#D26688,Niger-Kongo,Atlantic-Congo,Nigeria
Ngemba_Mankon [nge],6.205,9.972,#B1815E,Niger-Kongo,Atlantic-Congo,Cameroon
Gupapuyngu [guf],-12.166,135.466,#7CC752,Pama-Nyungan,,Australia
Abinomn [bsa],-3,138.8,#2E5EAD,Abinomn,,Indonesia
Rapa [ray],-20,-158,#C2B772,Oceanic,Central Pacific,Cook Islands
Rarotongan [rar],-21.33,-159.75,#A9AB5E,Oceanic,Central Pacific,Cook Islands
Urat [urt],-3.669,142.897,#BD46A2,Torricelli,Wapei,Papua New Guinea
Tangam [adi-4],29,95.2,#30D5AE,Tibeto-Burman,Tani,India
Aikaná [tba],-12.1,-60.6,#3D50A0,Aikaná,,Brazil
Karitiána [ktn],-4,-64,#7440B8,Tupian,Arikem,Brazil
Khamti [kht],26.5,96.4,#F6BFA9,Tai-Kadai,South,Myanmar
Koraga [kfd],12.888,75.282,#169A5F,Dravidian,South,India
Leco [lec],-15.0146,-67.8341,#09557D,Leco,,Bolivia
Muniche [myr],-5.7,-76.1,#4B4D60,Muniche,,Peru
Tay Daeng [tyr],21,103.67,#EECA9A,Tai-Kadai,South,Vietnam
Lumun [lmd],10.8,30.2,#993A7C,Talodi-Heiban,Talodi,Sudan
Miri [xtc-3],11.05,29.5,#927184,Kadu,Central Kadu,Sudan
Inpui [nkf],24.88,93.69,#3DA8B6,Tibeto-Burman,Kuki-Chin-Naga,India
Khatri [guj-4],15.36,75.09,#10C036,Indo-European,Indo-Iranian,India
Malay Orang Darat Riau [zlm-19],0.85,104.18,#EC995E,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Malay Orang Akit Riau [zlm-20],1.8,101.5,#F39B66,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Malay Orang Laut Riau [zlm-15],2.89,105.77,#F39B64,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Malay Orang Utan Riau [zlm-16],2.16,100.83,#F39B64,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Malay Orang Utan Riau 2 [zlm-17],3.3,99.15,#F39B64,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Gweno [gwe],-3.65,37.65,#AB2A78,Niger-Kongo,Bantoid,Kenya
Phutai [pht],14.883,105.866,#F4C89E,Tai-Kadai,South,Vietnam
Neo-Mandaic [mid],31.32,48.67,#6C4A57,Afro-Asiatic,Semitic,Iran
Gangou [cmn-77],36.34,102.86,#5AE088,Tibeto-Burman,Sinitic,China
Chongyang [gan-10],29.55,114.17,#A4E476,Tibeto-Burman,Sinitic,China
Buyi_Hezhang [xxx-130],27.12,104.73,#F4F3A9,Tai-Kadai,North,China
Awabakal [awk],-33.05,151.55,#54A46F,Pama-Nyungan,Yuin-Kuri,Australia
Gundungurra [xrd],-34.33,150,#3D6C92,Pama-Nyungan,Yuin-Kuri,Australia
Rokorona [xxx-131],-14.86,-66.75,#CB5292,Chapacura,More-Waric,Bolivia
Tangsa_Hakhun [njb-2],26.99,95.71,#468C7F,Tibeto-Burman,Kuki-Chin-Naga,India
Tangwang [cmn-78],35.6,103.2,#71D281,Tibeto-Burman,Sinitic,China
Marubo [mzr],-5.36,-70.99,#57A5AF,Panoan,Main,Brazil
Balante_Sofa [bjt],13.02,-15.32,#B63266,Niger-Kongo,Atlantic-Congo,Guinea-Bissau
Tal [tal],9.15,9.51,#C39C95,Afro-Asiatic,Chadic,Nigeria
Alagwa [wbj],-4.64,35.72,#796766,Afro-Asiatic,Cushitic,Tanzania
Minyong [adi-12],28.435,95.04,#22A9AB,Tibeto-Burman,Tani,India
Sandvipi [ctg-2],22.48,91.48,#2FBA64,Indo-European,Indo-Iranian,Myanmar
Muduga [udg],11.08,76.58,#0A9C79,Dravidian,South,India
Marathi_Are [mar-2],15.83,78.05,#15A86C,Indo-European,Indo-Iranian,India
Okhamandal Vagheri [gjk-2],21.64,69.89,#19AC57,Indo-European,Indo-Iranian,India
Tamil_Nagercoil [tam-7],8.17,77.43,#0B9A63,Dravidian,South,India
Dhimba [dhm],-17.3,13.44,#B1385F,Niger-Kongo,Bantoid,Namibia
Urumqi [cmn-20],43.825,87.6,#7DE76F,Tibeto-Burman,Sinitic,China
Wapishana [wap],2.67,-60,#725A60,Arawak,North,Brazil
Basketo [bst],6.384,36.651,#566E6E,Afro-Asiatic,Omotic,Ethiopia
Songhai [hmb],14.365,0.185,#9FAB62,Nilo-Saharan,Songhai,Burkina Faso
Tswana [tsn],-24.654,25.927,#AA2B76,Niger-Kongo,Atlantic-Congo,Botswana
Moloko [mlw],10.75,14.3,#B667A0,Afro-Asiatic,Chadic,Cameroon
Okanagan [oka],50,-120,#BB3F50,Salish,Interior,Canada
Kinga [zga],-9.36,34.23,#A61995,Niger-Kongo,Bantoid,Kenya
Ongota [bxe],5.3,37.02,#676C8F,Ongota,,Ethiopia
Defaka [afn],4.58,7.5,#6DB06A,Ijoid,Defaka,Nigeria
Ikaan [kcf],7.6,6.04,#A7428A,Niger-Kongo,Atlantic-Congo,Nigeria
Pichi [fpe],3.75,8.78,#CACB67,Indo-European,Germanic,Equatorial Guinea
Bajuni [swh-3],-1,42.04,#B3395A,Niger-Kongo,Bantoid,Comoros
Digo [dig],-4.62,39.18,#B03074,Niger-Kongo,Bantoid,Comoros
Nasal [nsy],-4.86,103.48,#FF9D6B,Malayo-Polynesian,,Indonesia
Aka [axk],3.46,15.73,#A65377,Ubangian,,Democratic Republic of the Congo
Sotho_North [nso],-24,29,#C12193,Niger-Kongo,Bantoid,South Africa
Yalunka [yal],9.97,-11.28,#A49A80,Mande,Central-West,Guinea
Kiwai-Urama [kiw-4],-7.6,144.62,#657293,Kiwaian,,Papua New Guinea
Makonde [kde],-10.99,39.51,#B72A82,Niger-Kongo,Atlantic-Congo,Tanzania
Tswa [tsc],-22.039,34.139,#AE2780,Niger-Kongo,Atlantic-Congo,Mozambique
Tsonga [tso],-24.506,31.514,#B11885,Niger-Kongo,Atlantic-Congo,South Africa
Sekele [vaj],-19.57,20.5,#D2AEA0,Kx'aa,,Namibia
Forro [cri],0.28,6.62,#C29474,Indo-European,Romance,São Tomé e Príncipe
Ts'amakko [tsb],5.31,36.91,#6A6386,Afro-Asiatic,Cushitic,Ethiopia
Chumburung [ncu],8.15,-0.28,#BCA4A4,Niger-Kongo,Atlantic-Congo,Ghana
Linghua [xxx-132],26.057,110.003,#CAE18A,Tibeto-Burman,Sinitic,China
Jizhao [onb-2],21.39,110.87,#D2E486,Tai-Kadai,South,China
Yidu [clk-2],28.65,97.45,#88BDCF,Tibeto-Burman,Tani,China
Dilaohua Yongan Bobai [yue-26],22.329,109.717,#AFE884,Tibeto-Burman,Sinitic,China
Suixi [nan-40],21.38,109.97,#CAE08C,Tibeto-Burman,Sinitic,China
Lufeng [hak-33],23.41,115.82,#AEEE81,Tibeto-Burman,Sinitic,China
Tanka [yue-27],18.24,109.37,#BAE289,Tibeto-Burman,Sinitic,China
Phan Rang Cham [cjm-2],11.56,109,#EEC992,Malayo-Polynesian,Malayo-Sumbawan,Vietnam
E [eee],25.05,109.25,#DAEC84,Tai-Kadai,North,China
Danzhou_DF [nan-36],19.71,109.275,#C3E383,Tibeto-Burman,Sinitic,China
Hlai-Nadou [lic-9],19.36,108.9,#DCD596,Tai-Kadai,South,China
Gumuz [guk],11.29,35.38,#9A3B74,Nilo-Saharan,Gumuz,Ethiopia
White Hmong [mww],26.8,104.8,#E9D494,Hmong-Mien,Hmongic,China
Mong Leng [hnj-3],19.5,103.5,#E5D28A,Hmong-Mien,Hmongic,Laos
Hmong Soud [hmd-2],24,104.2,#E6D58B,Hmong-Mien,Hmongic,China
Ye'kwana [mch-2],4.71,-64.39,#6728AB,Cariban,Guianan Carib,Venezuela
Wanano [gvc],1,-69.75,#3A8A7B,Tucanoan,East,Colombia
Cicipu [awc],10.911,5.703,#D0457F,Niger-Kongo,Atlantic-Congo,Nigeria
ut-Ma'in [gel],11.53,4.84,#AF907D,Niger-Kongo,Atlantic-Congo,Nigeria
Wailaki [wlk],40.65,-124.31,#5C38A3,Dene-Yeniseic,Na-Dene,USA
Atikamekw [atj],48,-74,#68365E,Algic,Algonquian,Canada
Miwok_Lake [lmw],38.93,-122.67,#468D6E,Miwok,Western,USA
Konkow [nmu-2],39.7,-121.52,#0F4E8C,Maiduan,,USA
Yavapai [yuf-3],34,-113.33,#593DA4,Yuman-Cochimi,Yuman,USA
Pomo_Northern [pej-2],39.33,-123.5,#52AA92,Pomoan,Western,USA
Chumash_Ineseño [boi-2],34.61,-120.09,#882472,Chumash,,USA
Wolani [wod],-3.42,136.75,#3959AE,Trans New Guinea,Western Trans New Guinea,Indonesia
Trique [trc],17.23,-97.88,#B89B4F,Otomanguean,Mixtecan,Mexico
ǂ’Amkoe [huc],-23.98,23.93,#B79392,Kx'aa,,Botswana
Ekoka !Kung [knw],-19.25,17.7,#E2C79D,Kx'aa,,Namibia
Mbugwe [mgz],-3.88,35.8,#AF2B77,Niger-Kongo,Atlantic-Congo,Tanzania
Movima [mzp],-13.83,-65.67,#933E53,Movima,,Bolivia
Dii [dur],8.07,13.882,#8B67A4,Niger-Kongo,Atlantic-Congo,Cameroon
Gidra [gdr],-8.817,143.034,#557F64,Eastern Trans Fly,,Papua New Guinea
South Efate [erk],-17.75,168.25,#CC5088,Oceanic,Southern Oceanic,Vanuatu
Kalapuya [kyl],44.5,-123,#894347,Kalapuyan,,USA
Mattole [mvb],40.45,-124.4,#74308F,Dene-Yeniseic,Na-Dene,USA
Mara [mrh-2],23,93.167,#4D7CAF,Tibeto-Burman,Kuki-Chin-Naga,Myanmar
Miraña [boa-2],-1.32,-70.8,#506B79,Boran,Bora,Colombia
Belep [yly],-19.75,163.67,#BD5878,Oceanic,Southern Oceanic,New Caledonia
Bena [bez],-9.27,35.04,#B8376A,Niger-Kongo,Atlantic-Congo,Tanzania
Akawaio [ake],6,-59.5,#4A5097,Cariban,Venezuelan,Guyana
Sanapaná [spn],-20.64,-58.8,#864766,Mascoian,,Paraguay
Schouwen-Duiveland [nld-8],51.65,3.92,#7CAA0F,Indo-European,Germanic,Netherlands
Toaripi [tqo],-8.33,146.25,#4BBCCC,Trans New Guinea,Eleman,Papua New Guinea
Akuntsu [aqz],-12.74,-60.8,#8174B1,Tupian,Tupari,Brazil
Tuparí [tpr],-11.599,-61.915,#6344A7,Tupian,Tupari,Brazil
Yuhup [yab],0.25,-69.5,#4C8EA6,Nadahup,Vaupés,Brazil
Ashéninka_Perené [prq],-10.8734,-75.245,#6B4877,Arawak,South-Southwest,Peru
Nanti [cox],-12.0452,-72.339,#74356C,Arawak,,Peru
Tapieté [tpj],-22.7,-64,#7151A1,Tupian,Tupi-Guarani,Argentina
Wangkangurru [wgg],-26,137.5,#4A9B87,Pama-Nyungan,,Australia
Karajá [kpj],-10,-50.2,#634DAB,Macro-Je,Karaja,Brazil
Nanlang [nan-29],22.5,113.53,#CDE08C,Tibeto-Burman,Sinitic,China
Flinders Island [fln],-14.184,144.255,#4F7C84,Pama-Nyungan,,Australia
Gurnu [drl-2],-30,145.2,#46AF54,Pama-Nyungan,Baagandji,Australia
Xârâcùù [ane],-21.67,165.83,#BA535A,Oceanic,Southern Oceanic,New Caledonia
Panará [kre],-11.643081,-53.308853,#84658F,Macro-Je,Je,Brazil
Tolomako [tlm],-15.17,166.75,#EA7C87,Oceanic,Southern Oceanic,Vanuatu
Paluai [blq],-2.56,147.28,#CB2E94,Oceanic,Admiralties,Papua New Guinea
Saaroa [sxr],23.25,120.7,#A06B4C,Austronesian,Tsouic,Taiwan
